iter	RMSE
191	0.1082707182
192	0.1080568594
193	0.1078305731
194	0.1075936114
195	0.107351088
196	0.1071281782
197	0.1069043369
198	0.1066758799
199	0.1064469152
200	0.1062226162
201	0.1059858143
202	0.1057641438
203	0.1055531105
204	0.1053265168
205	0.105108445
206	0.104897498
207	0.104677878
208	0.1044552037
209	0.1042451327
210	0.1040404713
211	0.1038320304
212	0.1036126641
213	0.1033897489
214	0.1031786028
215	0.1029713131
216	0.1027750186
217	0.1025696697
218	0.1023628337
219	0.1021777559
220	0.1019659042
221	0.1017675108
222	0.1015743915
223	0.1013762783
224	0.1011619083
225	0.1009556739
226	0.1007470786
227	0.1005449003
228	0.1003494331
229	0.1001430762
230	0.09992893393
231	0.09973648143
232	0.09954016707
233	0.0993438514
234	0.09915267428
235	0.09895739944
236	0.09875823299
237	0.09854491215
238	0.0983571949
239	0.09816323337
240	0.0979783051
241	0.09777722345
242	0.09758747399
243	0.0974039714
244	0.09721544647
245	0.0970247732
246	0.09683677541
247	0.09663615443
248	0.09646826473
249	0.09627466869
250	0.0960917769
251	0.09589552169
252	0.09570250535
253	0.09553237481
254	0.09535128706
255	0.09517838795
256	0.09498197764
257	0.09480425222
258	0.09462373461
259	0.0944497788
260	0.09426430327
261	0.0940907505
262	0.09392653573
263	0.0937511668
264	0.09358003059
265	0.09340705424
266	0.09323068365
267	0.09304581004
268	0.09288669615
269	0.09272417488
270	0.09254712975
271	0.09238387342
272	0.09223155023
273	0.09206255378
274	0.09188816575
275	0.09172065968
276	0.09156520144
277	0.09140905329
278	0.09123558033
279	0.09108749114
280	0.09091809547
281	0.09074984229
282	0.09059384368
283	0.09042356176
284	0.09024864791
285	0.09010392143
286	0.08994851104
287	0.0897792402
288	0.08963004995
289	0.08947758299
290	0.08932656791
291	0.08917277337
292	0.08901742941
293	0.0888458284
294	0.08869155591
295	0.08854397284
296	0.0883940947
297	0.08824548404
298	0.08809151361
299	0.08795437026
300	0.08780863367
301	0.08765340789
302	0.08751902178
303	0.08735957706
304	0.08720164517
305	0.08703970512
306	0.08689360134
307	0.08675434015
308	0.08661016572
309	0.0864649916
310	0.08632482528
311	0.08618133218
312	0.08603242804
313	0.08588823126
314	0.08574013326
315	0.08559843572
316	0.08546132478
317	0.08532634615
318	0.08519042877
319	0.08506204592
320	0.08494754806
321	0.08479879288
322	0.08466536163
323	0.08452303213
324	0.08439136772
325	0.08426057514
326	0.08411960744
327	0.08399573095
328	0.08386799896
329	0.08372634293
330	0.08359608611
331	0.0834640087
332	0.08333525157
333	0.08320635827
334	0.08307147608
335	0.08293835019
336	0.0828088855
337	0.08267724436
338	0.08254000859
339	0.08242375198
340	0.0822979647
341	0.08218418741
342	0.08205922131
343	0.08193549779
344	0.08180995997
345	0.08169630786
346	0.08157280101
347	0.08144319536
348	0.08130853619
349	0.08118363991
350	0.08106381559
351	0.08093468101
352	0.08079818026
353	0.08068021357
354	0.08055431294
355	0.08043357897
356	0.08031259254
357	0.08020285981
358	0.08007799237
359	0.07994947246
360	0.07983623465
361	0.0797194851
362	0.07959687267
363	0.07948751164
364	0.07936861422
365	0.07924972196
366	0.07914525839
367	0.07902388076
368	0.07891024968
369	0.07878798556
370	0.07867755362
371	0.07856047714
372	0.07844586512
373	0.07833811119
374	0.07821689312
375	0.07810603176
376	0.07800377335
377	0.07789131081
378	0.07777790456
379	0.07767061147
380	0.07756211794
381	0.07745465066
382	0.07734063446
383	0.07722722935
384	0.07711415065
385	0.07700997029
386	0.07689518001
387	0.07678348523
388	0.07667896809
389	0.07657846089
390	0.07647407684
391	0.07637090364
392	0.07627474368
393	0.07616409212
394	0.07604383308
395	0.07593987785
396	0.07582971234
397	0.07573251532
398	0.07562639674
399	0.07552974059
400	0.07542558591
401	0.07533004326
402	0.07522448609
403	0.07512881145
404	0.07502390549
405	0.07493039812
406	0.07483241538
407	0.0747389449
408	0.07464335525
409	0.07454026668
410	0.07443823945
411	0.07435023677
412	0.07424096153
413	0.07413989291
414	0.07403950401
415	0.07394408641
416	0.07383780757
417	0.07374171671
418	0.07364400454
419	0.07354603134
420	0.07344965704
421	0.07335394501
422	0.07326536688
423	0.07318263833
424	0.07308225728
425	0.07299107264
426	0.07290134425
427	0.07280490906
428	0.07270736659
429	0.07261283675
430	0.07251995266
431	0.07242332034
432	0.07233307002
433	0.07224772103
434	0.07215004122
435	0.07206416969
436	0.07197804721
437	0.07189262908
438	0.07180530319
439	0.07171314317
440	0.07162000503
441	0.07152862091
442	0.07144611797
443	0.07135702201
444	0.0712781003
445	0.07119136944
446	0.07110727577
447	0.07102654448
448	0.07093189988
449	0.07084708189
450	0.07076423797
451	0.0706863429
452	0.07060315844
453	0.07051769656
454	0.07043559125
455	0.07035464195
456	0.07027195001
457	0.07019668907
458	0.07010290196
459	0.0700186524
460	0.06993283747
461	0.06985606176
462	0.06976689056
463	0.0696829695
464	0.069604348
465	0.06952490504
466	0.06945361296
467	0.06937427825
468	0.06930216721
469	0.06922392338
470	0.06914648983
471	0.06906782728
472	0.06898392073
473	0.0689078821
474	0.06882795801
475	0.06875190586
476	0.06868263082
477	0.06860258305
478	0.06853669102
479	0.06846852278
480	0.06838933989
481	0.06831008774
482	0.06823147632
483	0.0681564005
484	0.06808218708
485	0.06800314581
486	0.06792940688
487	0.06785902094
488	0.06778170025
489	0.06771401513
490	0.06765074467
491	0.06758576724
492	0.06751980514
493	0.06744949441
494	0.06737818044
495	0.06730892482
496	0.06723630948
497	0.06716637307
498	0.06709536482
499	0.06702522651
500	0.06695715485
501	0.06688805774
502	0.06681599995
503	0.0667491361
504	0.06668178867
505	0.06660654946
506	0.06653972663
507	0.06647456271
508	0.06640422139
509	0.06632983012
510	0.06626096639
511	0.06619079428
512	0.06613153407
513	0.06606285039
514	0.06599304083
515	0.06592852686
516	0.06585307293
517	0.0657856278
518	0.0657152454
519	0.06565261111
520	0.06558622431
521	0.06552471608
522	0.06547276605
523	0.06541120293
524	0.06534985091
525	0.06528665592
526	0.06522585187
527	0.06516134858
528	0.06509940605
529	0.06503642427
530	0.0649763171
531	0.06491574842
532	0.06484709302
533	0.06478398825
534	0.06472899205
535	0.06466686086
536	0.06460253641
537	0.06453656108
538	0.06447275917
539	0.06441027561
540	0.06434205867
541	0.06428104032
542	0.06422823723
543	0.06416874974
544	0.06410355171
545	0.06404028423
546	0.06398612094
547	0.06393164225
548	0.06386827122
549	0.06380991854
550	0.06374987678
551	0.06369354396
552	0.06363775138
553	0.06357512628
554	0.06351798984
555	0.06346110877
556	0.06340025871
557	0.0633471142
558	0.06329561825
559	0.06324248445
560	0.0631867248
561	0.06313477346
562	0.06308160713
563	0.06302239401
564	0.06296781383
565	0.06291526781
566	0.06286682994
567	0.06281096097
568	0.06275949696
569	0.06270163412
570	0.06264678133
571	0.06258819264
572	0.0625433243
573	0.06249065665
574	0.06243632063
575	0.06237957137
576	0.06233426833
577	0.06227844748
578	0.06223161563
579	0.06217856176
580	0.06213045146
581	0.06207417164
582	0.06201980316
583	0.06197289999
584	0.06192077324
585	0.06187250483
586	0.0618234419
587	0.06177424605
588	0.0617211117
589	0.06167148383
590	0.06162222736
591	0.06156742268
592	0.06151639922
593	0.06146412312
594	0.06141396543
595	0.06136045283
596	0.06131632098
597	0.06126867403
598	0.0612215347
599	0.06117531054
600	0.06112414035
601	0.06107775934
602	0.06102678236
603	0.06097890573
604	0.0609269894
605	0.06087056588
606	0.06082585464
607	0.06078368459
608	0.06073296263
609	0.0606821809
610	0.0606347085
611	0.06058528526
612	0.06053954644
613	0.06049066031
614	0.06044113499
615	0.06038979173
616	0.06034403116
617	0.06029837626
618	0.06024702264
619	0.0602031505
620	0.06015650373
621	0.06011282261
622	0.06006446849
623	0.06000937603
624	0.05996323328
625	0.05991384336
626	0.05987429253
627	0.05982681514
628	0.05978212371
629	0.05973542769
630	0.05969073274
631	0.05964539265
632	0.05959754767
633	0.05955422958
634	0.05950888111
635	0.05946665152
636	0.05942317639
637	0.05937950169
638	0.05933537257
639	0.05929393835
640	0.05924677092
641	0.05919899017
642	0.05915725207
643	0.05911427674
644	0.05907086025
645	0.05903166486
646	0.05899331122
647	0.05895119493
648	0.05891178241
649	0.05886736552
650	0.05882187408
651	0.05877929372
652	0.05873766674
653	0.05869196216
654	0.05865513386
655	0.05861324007
656	0.05856918934
657	0.05852222688
658	0.05847774631
659	0.05843580909
660	0.05839281041
661	0.05835918786
662	0.05831301508
663	0.05828121472
664	0.0582411571
665	0.0581972932
666	0.0581509511
667	0.05811546873
668	0.0580793228
669	0.05803976398
670	0.05800203529
671	0.05796825948
672	0.05793405802
673	0.05789625158
674	0.05786134028
675	0.05782476686
676	0.05778181092
677	0.05774201476
678	0.05770437926
679	0.05766609433
680	0.05762396746
681	0.05758483253
682	0.05754744669
683	0.05750792486
684	0.05747265484
685	0.05743146561
686	0.05739731009
687	0.05736160849
688	0.05733170107
689	0.05729646238
690	0.0572583242
691	0.05722096793
692	0.05718217099
693	0.05714881644
694	0.05711016388
695	0.05707899518
696	0.05704538402
697	0.05700260145
698	0.05696706276
699	0.0569336444
700	0.05690231894
701	0.05686509484
702	0.05683336989
703	0.0567967939
704	0.05675768229
705	0.05672789549
706	0.05669513379
707	0.05665620599
708	0.05662225747
709	0.05658529709
710	0.05655414908
711	0.05652284214
712	0.05648860711
713	0.05645425594
714	0.05641881323
715	0.05638427429
716	0.05635545222
717	0.05632403276
718	0.05629005283
719	0.05625750064
720	0.05622881581
721	0.05619495919
722	0.0561616459
723	0.05612570719
724	0.05610101587
725	0.05606448039
726	0.05603228975
727	0.05600277176
728	0.05596944618
729	0.05593571946
730	0.05590093886
731	0.0558687215
732	0.05583687624
733	0.05580845285
734	0.05577499662
735	0.05573882175
736	0.05570975481
737	0.05567685027
738	0.05564541277
739	0.05561382953
740	0.05558027086
741	0.05555037743
742	0.05551144431
743	0.05547755604
744	0.05544913848
745	0.05541368661
746	0.05538389774
747	0.0553483698
748	0.05531775625
749	0.05528677464
750	0.05524949876
751	0.05521575953
752	0.05518610923
753	0.05515408978
754	0.05512017969
755	0.05509177852
756	0.05505909066
757	0.05502804873
758	0.05499562816
759	0.05497056337
760	0.05494149943
761	0.05491505493
762	0.05488519897
763	0.05485824437
764	0.0548270188
765	0.05479701532
766	0.05476499438
767	0.05473393807
768	0.05470605135
769	0.05467528056
770	0.05464230028
771	0.05461981609
772	0.05458925068
773	0.05455858933
774	0.05452916513
775	0.05450425795
776	0.05447560736
777	0.05445202175
778	0.05442719573
779	0.05440046882
780	0.05437221624
781	0.05434218324
782	0.05431207429
783	0.0542815456
784	0.0542548021
785	0.05422726053
786	0.05419974225
787	0.05417576786
788	0.05414443233
789	0.05411730478
790	0.05409227379
791	0.05406376759
792	0.05402871341
793	0.05400427565
794	0.05397339059
795	0.05394473805
796	0.05391626516
797	0.05388519281
798	0.0538575007
799	0.05383287598
800	0.05380601529
801	0.05377823986
802	0.05375176039
803	0.05372618408
804	0.0537011899
805	0.05367351005
806	0.0536457904
807	0.05362423317
808	0.05360024874
809	0.05357275835
810	0.05354760631
811	0.05352138651
812	0.0534972256
813	0.05346778115
814	0.05344281352
815	0.05341663441
816	0.05339295057
817	0.05336554006
818	0.05333989058
819	0.05331576781
820	0.05329069359
821	0.05326424398
822	0.05324170183
823	0.05321495144
824	0.05319223804
825	0.05316787487
826	0.05314591665
827	0.053122717
828	0.05309522915
829	0.05307091145
830	0.05304541433
831	0.05301981657
832	0.0529939148
833	0.05296832785
834	0.05293978139
835	0.05291538898
836	0.05288964085
837	0.05286688096
838	0.05284390374
839	0.05281694909
840	0.05279087543
841	0.05276673724
842	0.05274834396
843	0.05272488783
844	0.05270496709
845	0.05268247745
846	0.05266022373
847	0.05263434924
848	0.05260951985
849	0.05258622392
850	0.05256836245
851	0.05254276349
852	0.05252211024
853	0.05250082573
854	0.05247925096
855	0.0524577822
856	0.05243414508
857	0.05240619259
858	0.05238431776
859	0.05236159114
860	0.05233992029
861	0.05231965409
862	0.05229710375
863	0.05227430225
864	0.05225265866
865	0.05223605564
866	0.0522101912
867	0.05218773764
868	0.05216997675
869	0.05214549323
870	0.05212115663
871	0.05209723214
872	0.05207268294
873	0.05204971653
874	0.05202738373
875	0.05200193574
876	0.05197717968
877	0.05195647876
878	0.05193267042
879	0.05190939399
880	0.05188264419
881	0.05185614768
882	0.05183650717
883	0.05181242142
884	0.05179297323
885	0.05177157285
886	0.05174759314
887	0.05172405647
888	0.0517025516
889	0.05168051768
890	0.05165459816
891	0.0516308683
892	0.05161070552
893	0.05159380155
894	0.05157207755
895	0.0515515251
896	0.05152857133
897	0.05150141235
898	0.05147467639
899	0.05145587665
900	0.05143358712
901	0.05141747484
902	0.05139928699
903	0.05137771767
904	0.05135755759
905	0.05133490491
906	0.05131602158
907	0.05129572954
908	0.05127509292
909	0.05125294026
910	0.05122912195
911	0.05120996864
912	0.05118712339
913	0.05116375755
914	0.05114655757
915	0.05112494297
916	0.05110611169
917	0.05108714696
918	0.05106803488
919	0.05104727664
920	0.05103028525
921	0.05100966414
922	0.05098979923
923	0.05097140598
924	0.05094885014
925	0.05092522013
926	0.05090541231
927	0.05088939011
928	0.05086970103
929	0.05084418321
930	0.05082572663
931	0.05080688187
932	0.05078592329
933	0.05076653168
934	0.05074524911
935	0.0507220985
936	0.050700813
937	0.05068084933
938	0.05065612313
939	0.05063782045
940	0.05061786142
941	0.05059699944
942	0.05057405157
943	0.05055528835
944	0.05053745637
945	0.05051589665
946	0.05049849228
947	0.05048070128
948	0.05046156955
949	0.05044098853
950	0.05042429335
951	0.05040719744
952	0.05038555076
953	0.05036903202
954	0.05035417959
955	0.05033094999
956	0.05030912623
957	0.05029090085
958	0.0502701829
959	0.05025020819
960	0.05023104495
961	0.05021293163
962	0.05019195321
963	0.05017429919
964	0.05015810765
965	0.05014193296
966	0.05012406809
967	0.05010506066
968	0.05008550281
969	0.05006737012
970	0.05005314728
971	0.05003162756
972	0.05001570275
973	0.04999553629
974	0.04997743193
975	0.04995866315
976	0.04994496894
977	0.04992570667
978	0.04990731008
979	0.04988811919
980	0.04987359589
981	0.04985714397
982	0.04984597709
983	0.04982867524
984	0.04980879342
985	0.04979181232
986	0.04977766179
987	0.04975937769
988	0.04974515118
989	0.04972986799
990	0.04971022126
991	0.04969139238
992	0.04967429926
993	0.04965776609
994	0.04963815423
995	0.04962280759
996	0.0496030098
997	0.0495884136
998	0.04957353322
999	0.04955712039
1000	0.04953748146
1001	0.0495162345
1002	0.04950120963
1003	0.04948515698
1004	0.04946733061
1005	0.04944852845
1006	0.04943213344
1007	0.0494103821
1008	0.04939306575
1009	0.049376829
1010	0.04936016318
1011	0.04934061479
1012	0.04932665574
1013	0.04931024886
1014	0.0492918445
1015	0.04927633261
1016	0.04926015316
1017	0.04924345906
1018	0.04922515233
1019	0.04921003651
1020	0.04919511302
1021	0.04918039703
1022	0.049159207
1023	0.04914332254
1024	0.04912639251
1025	0.0491094604
1026	0.04909252308
1027	0.049075827
1028	0.04905816511
1029	0.04904414313
1030	0.04902994224
1031	0.04901263225
1032	0.04900021268
1033	0.0489828498
1034	0.04896758826
1035	0.04895386339
1036	0.04893696178
1037	0.04891931752
1038	0.04890468259
1039	0.04888725237
1040	0.04887128761
1041	0.04885480178
1042	0.04883732441
1043	0.04882337285
1044	0.04880994091
1045	0.04879414803
1046	0.04878425176
1047	0.04876943716
1048	0.048754491
1049	0.04873667962
1050	0.0487227107
1051	0.04870764135
1052	0.04868950615
1053	0.04867319088
1054	0.0486482872
1055	0.04863022874
1056	0.04861444541
1057	0.04859814157
1058	0.04858292601
1059	0.0485662652
1060	0.04855019441
1061	0.0485345943
1062	0.04851449486
1063	0.04850041095
1064	0.04848647143
1065	0.04847257879
1066	0.0484559044
1067	0.04843757795
1068	0.04842141333
1069	0.04840601898
1070	0.04838966698
1071	0.04837511252
1072	0.04836020606
1073	0.04834581417
1074	0.04832629931
1075	0.04831251015
1076	0.0483006329
1077	0.04828636141
1078	0.04827223166
1079	0.04825813763
1080	0.0482462484
1081	0.04823034751
1082	0.0482166429
1083	0.04820318385
1084	0.04818907762
1085	0.04817815891
1086	0.04816345633
1087	0.0481482271
1088	0.04813413744
1089	0.04811847499
1090	0.04810186517
1091	0.04808676791
1092	0.04806977584
1093	0.04806019136
1094	0.04804568771
1095	0.04803092014
1096	0.04801776944
1097	0.04800485322
1098	0.04799028937
1099	0.04797694046
1100	0.04796200734
1101	0.04794734924
1102	0.04793204253
1103	0.04791665672
1104	0.04790255141
1105	0.04788966421
1106	0.04787647471
1107	0.04786083018
1108	0.0478474857
1109	0.04783714946
1110	0.04782446726
1111	0.04781065014
1112	0.04779772722
1113	0.04778641842
1114	0.04777172246
1115	0.04776181391
1116	0.04774687973
1117	0.04773503519
1118	0.04771617408
1119	0.04770666706
1120	0.0476897033
1121	0.04767564551
1122	0.04765852445
1123	0.04764929625
1124	0.04763578343
1125	0.04762168356
1126	0.04760689779
1127	0.04759215951
1128	0.0475783612
1129	0.04756486124
1130	0.04754845577
1131	0.04753663919
1132	0.04752061017
1133	0.04750566486
1134	0.0474936435
1135	0.04747655594
1136	0.04746275121
1137	0.04744808924
1138	0.04743568335
1139	0.04742242711
1140	0.04740960067
1141	0.04739587212
1142	0.04738448329
1143	0.04736846083
1144	0.04735555399
1145	0.04734268602
1146	0.04732742983
1147	0.04731567547
1148	0.04730188294
1149	0.04728652832
1150	0.04727713701
1151	0.04726597137
1152	0.0472520245
1153	0.04723850647
1154	0.04722595549
1155	0.04721459373
1156	0.0472028384
1157	0.04719044891
1158	0.04717840618
1159	0.04716532103
1160	0.04715373467
1161	0.04713943552
1162	0.04712669385
1163	0.04711611921
1164	0.04710563626
1165	0.04709447417
1166	0.04707767494
1167	0.04706664503
1168	0.04705220831
1169	0.04704253191
1170	0.04703105845
1171	0.04701515524
1172	0.04700064181
1173	0.04699101997
1174	0.04697340059
1175	0.04695934326
1176	0.04694828264
1177	0.04693619939
1178	0.04692048833
1179	0.04690791969
1180	0.04689466089
1181	0.04688281908
1182	0.04686912274
1183	0.04685604996
1184	0.04684417639
1185	0.04683239835
1186	0.04681840923
1187	0.04680828872
1188	0.04679764974
1189	0.04678428403
1190	0.04677269462
1191	0.04676157332
1192	0.04674914391
1193	0.04673734611
1194	0.04672882656
1195	0.04671514149
1196	0.04670470918
1197	0.04669127751
1198	0.04667769257
1199	0.04666763932
1200	0.04665733043
1201	0.0466466749
1202	0.04663381559
1203	0.04662182136
1204	0.04660680544
1205	0.04659358008
1206	0.04658160401
1207	0.04656661035
1208	0.0465579838
1209	0.04654616333
1210	0.04653479899
1211	0.04652444194
1212	0.04651285882
1213	0.04650148589
1214	0.0464911582
1215	0.04647938631
1216	0.0464687284
1217	0.04645709716
1218	0.04644533199
1219	0.04643617101
1220	0.046427253
1221	0.04641736919
1222	0.04640625942
1223	0.04639462016
1224	0.046384238
1225	0.04637431172
1226	0.04636435533
1227	0.04635558151
1228	0.04634352988
1229	0.04633336115
1230	0.04632191826
1231	0.04630895875
1232	0.04629641349
1233	0.04628413984
1234	0.04626975129
1235	0.04625716998
1236	0.04624641569
1237	0.04623241487
1238	0.04621918482
1239	0.04620859519
1240	0.04619901193
1241	0.04618819022
1242	0.04617649994
1243	0.04616433979
1244	0.04615590298
1245	0.04614087461
1246	0.04613085623
1247	0.04611838031
1248	0.0461087345
1249	0.04610099929
1250	0.046092698
1251	0.04608225127
1252	0.04607241799
1253	0.04606481727
1254	0.04605308305
1255	0.04604271146
1256	0.04602793693
1257	0.04601709539
1258	0.04600691302
1259	0.04599766035
1260	0.04598551489
1261	0.04597294614
1262	0.04596118938
1263	0.04595117619
1264	0.04594183777
1265	0.04593215043
1266	0.0459217087
1267	0.04591445734
1268	0.04590566
1269	0.04589586389
1270	0.04588464367
1271	0.04587418006
1272	0.04586589514
1273	0.04585778753
1274	0.04584613017
1275	0.04583366797
1276	0.04582278745
1277	0.04581298191
1278	0.04580640994
1279	0.04579774558
1280	0.04578860039
1281	0.04578063515
1282	0.04577042026
1283	0.04576245398
1284	0.045751311
1285	0.04573895601
1286	0.04572709301
1287	0.04571707103
1288	0.04570439129
1289	0.04569147653
1290	0.04568188617
1291	0.04566965847
1292	0.04565857652
1293	0.0456470036
1294	0.04563834427
1295	0.04563102334
1296	0.04561943964
1297	0.04560870353
1298	0.04559734269
1299	0.04558762874
1300	0.04557536128
1301	0.04556575671
1302	0.04555592137
1303	0.04554824552
1304	0.04553779471
1305	0.04552653033
1306	0.04551482671
1307	0.04550617909
1308	0.04549516249
1309	0.04548228161
1310	0.0454721449
1311	0.04546270868
1312	0.04545144327
1313	0.04544208732
1314	0.04543261228
1315	0.04541891263
1316	0.04540805469
1317	0.04539991207
1318	0.04539152513
1319	0.0453794589
1320	0.04536876706
1321	0.04536091687
1322	0.04535269288
1323	0.04534548702
1324	0.04533494461
1325	0.04532634471
1326	0.0453158236
1327	0.0453097514
1328	0.04530043348
1329	0.04529471249
1330	0.0452865957
1331	0.04527396868
1332	0.04526368193
1333	0.04525442448
1334	0.04524320023
1335	0.04523488102
1336	0.04522687484
1337	0.04521987995
1338	0.04521095257
1339	0.04520170521
1340	0.04519302431
1341	0.04518434121
1342	0.04517551122
1343	0.04516469842
1344	0.04515478201
1345	0.0451447381
1346	0.04513567948
1347	0.04512637873
1348	0.04511714254
1349	0.04510849395
1350	0.04509414655
1351	0.04508155688
1352	0.04507002803
1353	0.04506164529
1354	0.04505077947
1355	0.04503907182
1356	0.04502954899
1357	0.04502127345
1358	0.0450146911
1359	0.04500765621
1360	0.04499744793
1361	0.04498782734
1362	0.04497898269
1363	0.04497246297
1364	0.04496137015
1365	0.04495229997
1366	0.04494532799
1367	0.04493588332
1368	0.04492467755
1369	0.04491251862
1370	0.04490499969
1371	0.04489656582
1372	0.04489004508
1373	0.04488097081
1374	0.04486976298
1375	0.04486090191
1376	0.04485407245
1377	0.04484519602
1378	0.04483667761
1379	0.04482629965
1380	0.04481818192
1381	0.04481134185
1382	0.04480279042
1383	0.04479342471
1384	0.04478445055
1385	0.04477413575
1386	0.04476628395
1387	0.04475778703
1388	0.04475058094
1389	0.04474034961
1390	0.04473124696
1391	0.04472075953
1392	0.04471359137
1393	0.04470721091
1394	0.04469787342
1395	0.04469062456
1396	0.0446830589
1397	0.04467205967
1398	0.04466042868
1399	0.04464928209
1400	0.04464129242
1401	0.04462952926
1402	0.04461900689
1403	0.04460856029
1404	0.04459845918
1405	0.0445902848
1406	0.04457859091
1407	0.04457321663
1408	0.04456493861
1409	0.04455622756
1410	0.04454863807
1411	0.0445393334
1412	0.04453179348
1413	0.04452355932
1414	0.04451744733
1415	0.04451120161
1416	0.04450198022
1417	0.04449415784
1418	0.04448904342
1419	0.04448251382
1420	0.04447445207
1421	0.04446451564
1422	0.04445772665
1423	0.04444768585
1424	0.04444038602
1425	0.04442999858
1426	0.04442030991
1427	0.04441425267
1428	0.0444068196
1429	0.04440078065
1430	0.04439320815
1431	0.04438512308
1432	0.04437642253
1433	0.04436932444
1434	0.04436160371
1435	0.04435310616
1436	0.04434490531
1437	0.04433793093
1438	0.04432959394
1439	0.04431744831
1440	0.04431078301
1441	0.04430140661
1442	0.04429280618
1443	0.04428338793
1444	0.04427329237
1445	0.04426448819
1446	0.04425569045
1447	0.04424876151
1448	0.04424216195
1449	0.04423304575
1450	0.04422431147
1451	0.04421604504
1452	0.04420950955
1453	0.04419991941
1454	0.04419185997
1455	0.04418657249
1456	0.04417679249
1457	0.04416204314
1458	0.04415706515
1459	0.04414812172
1460	0.0441421456
1461	0.04413381257
1462	0.04412457044
1463	0.04411966213
1464	0.04411222641
1465	0.04410206975
1466	0.0440936653
1467	0.04408524876
1468	0.04407584818
1469	0.0440679054
1470	0.04405843657
1471	0.04405001211
1472	0.04404166115
1473	0.04403461974
1474	0.04402796594
1475	0.04401931849
1476	0.04401370845
1477	0.04400471591
1478	0.04399784987
1479	0.04398903328
1480	0.04398062897
1481	0.04397308448
1482	0.04396454292
1483	0.0439564491
1484	0.04395146371
1485	0.04394363867
1486	0.04393795682
1487	0.04393210284
1488	0.04392360776
1489	0.04391725897
1490	0.04390986995
1491	0.04389895467
1492	0.04389070992
1493	0.04388421719
1494	0.04387566566
1495	0.04386826106
1496	0.04386050347
1497	0.04385239565
1498	0.04384572474
1499	0.04383843866
1500	0.04383377561
