iter	Passed	Remaining
800	2611	62593
801	2614	62577
802	2617	62582
803	2621	62585
804	2624	62587
805	2627	62580
806	2630	62564
807	2633	62556
808	2636	62543
809	2639	62530
810	2642	62516
811	2644	62500
812	2647	62487
813	2666	62853
814	2669	62843
815	2672	62834
816	2675	62814
817	2677	62795
818	2680	62771
819	2683	62769
820	2686	62760
821	2689	62756
822	2692	62750
823	2695	62737
824	2698	62722
825	2701	62706
826	2704	62706
827	2707	62691
828	2710	62683
829	2714	62693
830	2718	62699
831	2721	62705
832	2725	62701
833	2727	62690
834	2730	62679
835	2734	62676
836	2737	62668
837	2740	62659
838	2743	62647
839	2746	62649
840	2750	62651
841	2753	62653
842	2756	62642
843	2759	62637
844	2762	62620
845	2765	62607
846	2768	62611
847	2771	62601
848	2774	62586
849	2777	62573
850	2781	62584
851	2784	62581
852	2787	62577
853	2790	62564
854	2793	62546
855	2796	62534
856	2798	62516
857	2802	62516
858	2805	62506
859	2808	62497
860	2811	62494
861	2814	62489
862	2818	62497
863	2823	62545
864	2828	62580
865	2834	62618
866	2838	62630
867	2841	62636
868	2847	62680
869	2852	62723
870	2857	62747
871	2860	62757
872	2864	62767
873	2868	62782
874	2874	62827
875	2879	62855
876	2883	62871
877	2886	62872
878	2889	62859
879	2892	62844
880	2895	62833
881	2898	62834
882	2901	62826
883	2904	62815
884	2907	62807
885	2911	62806
886	2915	62816
887	2918	62817
888	2921	62808
889	2924	62794
890	2927	62778
891	2930	62783
892	2933	62775
893	2937	62770
894	2940	62778
895	2944	62779
896	2947	62778
897	2950	62769
898	2953	62753
899	2956	62737
900	2958	62721
901	2962	62725
902	2965	62715
903	2968	62713
904	2972	62727
905	2976	62722
906	2979	62725
907	2982	62715
908	2985	62703
909	2988	62691
910	2991	62680
911	2994	62681
912	2997	62668
913	3000	62656
914	3003	62652
915	3007	62650
916	3011	62666
917	3014	62658
918	3017	62642
919	3020	62633
920	3022	62619
921	3026	62617
922	3029	62611
923	3032	62605
924	3035	62588
925	3038	62597
926	3043	62613
927	3046	62601
928	3049	62597
929	3052	62584
930	3054	62570
931	3058	62567
932	3061	62555
933	3063	62545
934	3067	62539
935	3070	62548
936	3074	62545
937	3077	62540
938	3080	62532
939	3083	62516
940	3085	62500
941	3088	62489
942	3091	62485
943	3094	62469
944	3097	62461
945	3102	62479
946	3105	62484
947	3109	62485
948	3111	62471
949	3114	62457
950	3117	62447
951	3120	62437
952	3123	62433
953	3126	62422
954	3129	62414
955	3132	62404
956	3136	62415
957	3140	62422
958	3143	62410
959	3146	62400
960	3149	62396
961	3152	62384
962	3155	62381
963	3158	62375
964	3161	62364
965	3164	62351
966	3167	62351
967	3171	62354
968	3174	62356
969	3177	62340
970	3180	62327
971	3183	62315
972	3186	62306
973	3189	62301
974	3192	62287
975	3195	62279
976	3199	62288
977	3202	62282
978	3205	62282
979	3208	62269
980	3211	62254
981	3214	62245
982	3216	62233
983	3220	62230
984	3223	62224
985	3226	62213
986	3228	62199
987	3233	62212
988	3236	62216
989	3239	62207
990	3242	62195
991	3245	62179
992	3248	62172
993	3251	62163
994	3254	62158
995	3257	62148
996	3259	62134
997	3262	62122
998	3266	62124
999	3270	62130
1000	3273	62122
1001	3275	62111
1002	3278	62097
1003	3281	62086
1004	3284	62083
1005	3287	62071
1006	3290	62059
1007	3293	62044
1008	3296	62050
1009	3300	62048
1010	3303	62041
1011	3305	62025
1012	3308	62015
1013	3311	62005
1014	3314	61991
1015	3317	61992
1016	3320	61981
1017	3323	61971
1018	3326	61960
1019	3329	61962
1020	3333	61964
1021	3337	61975
1022	3352	62186
1023	3355	62187
1024	3359	62184
1025	3363	62200
1026	3368	62225
1027	3371	62222
1028	3375	62224
1029	3378	62222
1030	3382	62227
1031	3385	62229
1032	3388	62221
1033	3392	62232
1034	3396	62238
1035	3400	62251
1036	3404	62253
1037	3407	62251
1038	3410	62246
1039	3414	62253
1040	3417	62243
1041	3420	62238
1042	3424	62234
1043	3429	62275
1044	3434	62289
1045	3437	62281
1046	3439	62269
1047	3442	62261
1048	3447	62285
1049	3451	62288
1050	3454	62282
1051	3458	62295
1052	3462	62308
1053	3467	62325
1054	3470	62318
1055	3472	62303
1056	3475	62291
1057	3480	62308
1058	3483	62308
1059	3486	62296
1060	3490	62306
1061	3496	62343
1062	3499	62343
1063	3502	62337
1064	3505	62330
1065	3508	62322
1066	3513	62340
1067	3516	62338
1068	3519	62328
1069	3523	62341
1070	3528	62358
1071	3531	62363
1072	3534	62353
1073	3537	62346
1074	3540	62333
1075	3545	62353
1076	3548	62346
1077	3551	62333
1078	3554	62322
1079	3557	62320
1080	3562	62345
1081	3565	62338
1082	3568	62328
1083	3571	62314
1084	3573	62306
1085	3577	62312
1086	3580	62306
1087	3583	62297
1088	3587	62303
1089	3592	62319
1090	3596	62328
1091	3599	62319
1092	3602	62311
1093	3604	62298
1094	3608	62307
1095	3612	62302
1096	3614	62290
1097	3617	62278
1098	3621	62284
1099	3626	62308
1100	3630	62312
1101	3632	62296
1102	3635	62285
1103	3638	62273
1104	3642	62285
1105	3645	62274
1106	3648	62264
1107	3652	62271
1108	3655	62273
1109	3660	62291
1110	3663	62287
1111	3666	62272
1112	3669	62261
1113	3673	62271
1114	3676	62267
1115	3679	62260
1116	3682	62245
1117	3685	62248
1118	3690	62269
1119	3693	62260
1120	3696	62246
1121	3699	62237
1122	3702	62229
1123	3705	62232
1124	3708	62224
1125	3711	62215
1126	3714	62201
1127	3718	62212
1128	3722	62225
1129	3725	62219
1130	3728	62206
1131	3731	62196
1132	3734	62182
1133	3737	62186
1134	3741	62181
1135	3743	62168
1136	3746	62161
1137	3750	62165
1138	3755	62180
1139	3758	62172
1140	3760	62162
1141	3763	62150
1142	3766	62138
1143	3770	62141
1144	3773	62132
1145	3776	62123
1146	3778	62109
1147	3782	62115
1148	3791	62199
1149	3793	62186
1150	3796	62174
1151	3799	62160
1152	3802	62163
1153	3806	62156
1154	3808	62144
1155	3811	62135
1156	3815	62135
1157	3819	62152
1158	3822	62143
1159	3825	62132
1160	3828	62119
1161	3831	62109
1162	3835	62117
1163	3838	62116
1164	3841	62106
1165	3845	62109
1166	3848	62112
1167	3852	62121
1168	3855	62113
1169	3858	62102
1170	3861	62091
1171	3864	62080
1172	3868	62085
1173	3871	62076
1174	3873	62066
1175	3877	62061
1176	3880	62058
1177	3885	62076
1178	3888	62072
1179	3891	62063
1180	3894	62050
1181	3897	62054
1182	3901	62053
1183	3904	62042
1184	3906	62031
1185	3911	62046
1186	3916	62073
1187	3919	62066
1188	3922	62054
1189	3925	62044
1190	3928	62037
1191	3932	62044
1192	3935	62042
1193	3939	62047
1194	3943	62061
1195	3948	62083
1196	3951	62079
1197	3955	62076
1198	3959	62083
1199	3963	62095
1200	3967	62101
1201	3970	62101
1202	3975	62117
1203	3981	62148
1204	3984	62149
1205	3987	62145
1206	3990	62135
1207	3994	62140
1208	4002	62211
1209	4005	62199
1210	4009	62208
1211	4013	62219
1212	4017	62222
1213	4020	62209
1214	4023	62200
1215	4026	62192
1216	4029	62197
1217	4032	62187
1218	4035	62181
1219	4046	62297
1220	4049	62279
1221	4052	62266
1222	4054	62252
1223	4057	62240
1224	4061	62249
1225	4064	62237
1226	4067	62225
1227	4070	62216
1228	4073	62217
1229	4077	62230
1230	4080	62221
1231	4083	62210
1232	4086	62200
1233	4089	62186
1234	4093	62195
1235	4096	62184
1236	4098	62174
1237	4101	62164
1238	4105	62165
1239	4109	62178
1240	4112	62168
1241	4115	62157
1242	4118	62144
1243	4121	62133
1244	4125	62142
1245	4128	62139
1246	4131	62126
1247	4133	62115
1248	4137	62118
1249	4141	62129
1250	4145	62126
1251	4148	62115
1252	4150	62103
1253	4153	62096
1254	4157	62097
1255	4160	62087
1256	4163	62075
1257	4165	62062
1258	4169	62069
1259	4174	62083
1260	4177	62075
1261	4180	62064
1262	4183	62062
1263	4186	62049
1264	4189	62049
1265	4192	62043
1266	4195	62038
1267	4199	62038
1268	4203	62044
1269	4207	62052
1270	4210	62048
1271	4213	62040
1272	4216	62029
1273	4219	62017
1274	4223	62027
1275	4226	62016
1276	4229	62005
1277	4232	61997
1278	4235	61999
1279	4240	62016
1280	4243	62006
1281	4246	61995
1282	4248	61984
1283	4251	61973
1284	4255	61979
1285	4258	61967
1286	4261	61958
1287	4264	61947
1288	4267	61947
1289	4272	61960
1290	4275	61959
1291	4278	61948
1292	4281	61940
1293	4284	61930
1294	4287	61932
1295	4290	61924
1296	4293	61914
1297	4296	61902
1298	4300	61908
1299	4304	61915
1300	4306	61903
1301	4309	61892
1302	4312	61882
1303	4315	61870
1304	4319	61879
1305	4322	61870
1306	4325	61858
1307	4328	61855
1308	4332	61856
1309	4336	61863
1310	4338	61851
1311	4341	61839
1312	4344	61828
1313	4347	61818
1314	4350	61817
1315	4353	61814
1316	4356	61805
1317	4359	61793
1318	4363	61804
1319	4368	61814
1320	4371	61806
1321	4374	61798
1322	4376	61789
1323	4379	61780
1324	4382	61774
1325	4385	61766
1326	4388	61753
1327	4391	61742
1328	4395	61745
1329	4398	61745
1330	4401	61743
1331	4404	61735
1332	4407	61725
1333	4412	61737
1334	4416	61746
1335	4420	61759
1336	4424	61757
1337	4428	61769
1338	4433	61790
1339	4438	61811
1340	4441	61806
1341	4445	61803
1342	4449	61812
1343	4453	61815
1344	4458	61834
1345	4462	61849
1346	4468	61876
1347	4471	61873
1348	4474	61867
1349	4477	61862
1350	4482	61874
1351	4485	61871
1352	4488	61863
1353	4493	61878
1354	4497	61891
1355	4501	61894
1356	4504	61887
1357	4508	61886
1358	4511	61888
1359	4515	61895
1360	4519	61888
1361	4522	61882
1362	4527	61903
1363	4531	61915
1364	4534	61910
1365	4537	61901
1366	4540	61893
1367	4544	61895
1368	4548	61896
1369	4551	61891
1370	4554	61885
1371	4559	61907
1372	4564	61925
1373	4568	61932
1374	4572	61930
1375	4575	61928
1376	4580	61942
1377	4582	61931
1378	4585	61921
1379	4589	61929
1380	4593	61931
1381	4596	61926
1382	4599	61917
1383	4602	61904
1384	4605	61894
1385	4607	61885
1386	4611	61881
1387	4614	61870
1388	4616	61858
1389	4620	61856
1390	4623	61857
1391	4627	61861
1392	4630	61853
1393	4633	61843
1394	4636	61836
1395	4639	61827
1396	4643	61830
1397	4646	61824
1398	4649	61816
1399	4652	61808
1400	4655	61807
1401	4659	61813
1402	4662	61807
1403	4665	61799
1404	4668	61792
1405	4671	61784
1406	4675	61781
1407	4678	61771
1408	4680	61761
1409	4684	61762
1410	4687	61757
1411	4691	61760
1412	4694	61753
1413	4697	61744
1414	4700	61732
1415	4702	61722
1416	4706	61717
1417	4709	61710
1418	4711	61699
1419	4714	61691
1420	4718	61698
1421	4722	61694
1422	4725	61693
1423	4728	61685
1424	4731	61676
1425	4734	61668
1426	4737	61659
1427	4740	61649
1428	4743	61639
1429	4745	61629
1430	4749	61632
1431	4752	61628
1432	4756	61625
1433	4759	61619
1434	4762	61608
1435	4765	61601
1436	4769	61614
1437	4772	61607
1438	4775	61600
1439	4778	61589
1440	4782	61596
1441	4786	61594
1442	4789	61594
1443	4792	61591
1444	4795	61581
1445	4798	61574
1446	4801	61566
1447	4804	61558
1448	4807	61548
1449	4810	61538
1450	4813	61533
1451	4817	61533
1452	4820	61526
1453	4823	61521
1454	4826	61515
1455	4829	61507
1456	4832	61498
1457	4835	61490
1458	4837	61479
1459	4840	61468
1460	4843	61460
1461	4846	61454
1462	4850	61461
1463	4853	61454
1464	4856	61448
1465	4859	61441
1466	4862	61431
1467	4865	61423
1468	4868	61414
1469	4871	61405
1470	4874	61395
1471	4877	61390
1472	4881	61395
1473	4884	61391
1474	4887	61381
1475	4890	61371
1476	4892	61361
1477	4895	61349
1478	4898	61341
1479	4901	61332
1480	4904	61322
1481	4906	61310
1482	4909	61303
1483	4913	61309
1484	4916	61302
1485	4919	61294
1486	4922	61285
1487	4925	61278
1488	4928	61269
1489	4931	61257
1490	4934	61250
1491	4937	61246
1492	4940	61247
1493	4945	61260
1494	4949	61259
1495	4952	61257
1496	4955	61252
1497	4958	61245
1498	4961	61238
1499	4965	61240
1500	4969	61242
1501	4972	61239
1502	4976	61246
1503	4980	61249
1504	4983	61247
1505	4987	61250
1506	4991	61248
1507	4994	61251
1508	4998	61251
1509	5001	61247
1510	5004	61239
1511	5009	61247
1512	5012	61249
1513	5016	61251
1514	5019	61242
1515	5022	61234
1516	5025	61226
1517	5029	61230
1518	5032	61224
1519	5035	61219
1520	5038	61209
1521	5042	61215
1522	5045	61217
1523	5049	61216
1524	5052	61207
1525	5055	61206
1526	5058	61201
1527	5062	61197
1528	5064	61187
1529	5067	61178
1530	5070	61172
1531	5075	61186
1532	5079	61189
1533	5083	61189
1534	5085	61180
1535	5088	61171
1536	5091	61166
1537	5094	61159
1538	5097	61152
1539	5100	61141
1540	5104	61145
1541	5108	61147
1542	5111	61146
1543	5115	61141
1544	5118	61140
1545	5122	61139
1546	5125	61140
1547	5128	61137
1548	5132	61133
1549	5135	61128
1550	5139	61139
1551	5143	61142
1552	5147	61137
1553	5150	61132
1554	5153	61126
1555	5156	61121
1556	5160	61124
1557	5163	61123
1558	5167	61122
1559	5173	61148
1560	5177	61155
1561	5180	61153
1562	5183	61147
1563	5187	61146
1564	5191	61157
1565	5195	61155
1566	5198	61150
1567	5202	61155
1568	5207	61168
1569	5210	61165
1570	5213	61159
1571	5216	61155
1572	5219	61148
1573	5222	61142
1574	5225	61134
1575	5230	61141
1576	5234	61146
1577	5237	61144
1578	5240	61134
1579	5243	61129
1580	5246	61122
1581	5250	61122
1582	5253	61115
1583	5255	61107
1584	5259	61103
1585	5262	61103
1586	5266	61103
1587	5269	61097
1588	5272	61092
1589	5275	61088
1590	5279	61081
1591	5282	61082
1592	5285	61078
1593	5289	61075
1594	5293	61085
1595	5297	61089
1596	5301	61090
1597	5304	61087
1598	5307	61080
1599	5310	61074
1600	5314	61073
1601	5317	61068
1602	5320	61063
1603	5323	61057
1604	5327	61060
1605	5332	61073
1606	5335	61072
1607	5339	61071
1608	5342	61070
1609	5349	61099
1610	5352	61093
1611	5354	61083
1612	5358	61088
1613	5363	61100
1614	5366	61094
1615	5369	61087
1616	5372	61079
1617	5375	61070
1618	5379	61070
1619	5382	61062
1620	5384	61054
1621	5388	61049
1622	5391	61050
1623	5396	61060
1624	5399	61053
1625	5402	61044
1626	5404	61034
1627	5407	61024
1628	5411	61028
1629	5414	61021
1630	5417	61014
1631	5421	61014
1632	5424	61006
1633	5428	61012
1634	5431	61005
1635	5433	60994
1636	5437	60991
1637	5440	60986
1638	5444	60987
1639	5447	60980
1640	5450	60975
1641	5453	60967
1642	5456	60968
1643	5460	60970
1644	5463	60962
1645	5466	60955
1646	5469	60946
1647	5472	60938
1648	5476	60942
1649	5479	60935
1650	5482	60927
1651	5484	60918
1652	5488	60923
1653	5493	60932
1654	5496	60927
1655	5499	60922
1656	5502	60913
1657	5505	60907
1658	5509	60910
1659	5512	60903
1660	5515	60897
1661	5519	60904
1662	5523	60901
1663	5527	60908
1664	5530	60904
1665	5534	60901
1666	5537	60896
1667	5541	60908
1668	5545	60903
1669	5548	60897
1670	5553	60911
1671	5557	60921
1672	5561	60920
1673	5563	60911
1674	5566	60903
1675	5569	60897
1676	5573	60898
1677	5576	60891
1678	5579	60883
1679	5583	60883
1680	5586	60882
1681	5590	60881
1682	5593	60879
1683	5596	60875
1684	5600	60878
1685	5604	60875
1686	5608	60877
1687	5610	60869
1688	5613	60861
1689	5617	60861
1690	5621	60865
1691	5624	60864
1692	5628	60860
1693	5631	60852
1694	5633	60843
